acc_X_rms,class_label,window_id
0.13314665416953092,Normal,200W_S02_CW_R4_W0470
0.15318624107642528,Abnormal,200W_S09_CCW_R4_W0638
0.1218542504001793,Normal,100W_S01_CW_R4_W0025
0.1309524800040845,Abnormal,100W_S03_CCW_R4_W0062
0.14766685367684246,Normal,200W_S02_CW_R4_W0449
0.1496985415884756,Normal,100W_S01_CCW_R4_W0017
0.11147170377754433,Abnormal,100W_S18_CW_R4_W0245
0.13406888999905764,Abnormal,200W_S10_CW_R4_W0343
0.13619760431551925,Abnormal,200W_S06_CW_R4_W0581
0.09681454282723413,Normal,100W_S05_CCW_R4_W0097
